position,country,name,club,boots,age,height
Defender,Germany,Nico Beyer,,,28,189
Midfielder,Germany,Nico Brandenburger,,Nike Phantom GX 2 Elite,29,179
Goalkeeper,Germany,Nico Burchert,,adidas Predator LZ,37,192
Defender,Switzerland,Nico Elvedi,Borussia Mönchengladbach,Puma Future 7 Ultimate,28,189
Midfielder,Spain,Nico González,FC Porto,Nike Tiempo Legend 9 Elite,23,188
Forward,Argentina,Nico González,Juventus,adidas F50 Elite,26,180
Forward,Switzerland,Nico Maier,,adidas X Crazyfast Elite,24,173
Goalkeeper,Germany,Nico Mantl,,Nike Phantom GX Elite DF,24,193
Midfielder,Spain,Nico Melamed,UD Almería,Nike Mercurial Superfly 9 Elite,23,173
Midfielder,Argentina,Nico Paz,,adidas F50 Elite,20,186
Midfielder,Italy,Nico Pulzetti,,Mizuno Morelia Neo,40,176
Midfielder,Germany,Nico Rinderknecht,,,27,182
Defender,Germany,Nico Schlotterbeck,Borussia Dortmund,adidas F50 Elite,25,191
Defender,Germany,Nico Schulz,,adidas X Crazyfast Elite LL,31,180
Forward,Spain,Nico Serrano,Athletic Club,Nike Mercurial Vapor 16 Elite,21,176
Forward,Spain,Nico Williams,Athletic Club,Nike Mercurial Vapor 16 Elite,22,181
Midfielder,Italy,Nicola Andreoli,,,36,180
Goalkeeper,Italy,Nicola Bagnolini,Bologna FC 1909,Lotto Solista 100 Gravity,20,194
Midfielder,Italy,Nicola Bellomo,,Nike Tiempo Legend 10 Elite,33,174
Defender,Italy,Nicola Belmonte,,adidas X Crazyfast Elite,37,183
Goalkeeper,Italy,Nicola Borghetto,,adidas Predator Elite LL,25,188
Midfielder,Italy,Nicola Capellini,,,33,184
Forward,Italy,Nicola Citro,,Nike Mercurial Superfly V,35,172
Forward,Italy,Nicola Dalmonte,US Salernitana 1919,,27,169
Defender,Italy,Nicola Falasco,,adidas X 17+ Purespeed,31,182
Midfielder,Italy,Nicola Gori,,,28,176
Midfielder,Germany,Nicola Guglielmelli,,,27,170
Goalkeeper,Italy,Nicola Leali,Genoa CFC,Mizuno Morelia Neo III Beta Japan,31,188
Midfielder,Italy,Nicola Mosti,,,26,177
Defender,Italy,Nicola Murru,,adidas X Crazyfast Elite,30,180
Forward,San Marino,Nicola Nanni,,,24,190
Forward,Italy,Nicola Pozzi,,Asics Lethal Tigreor 7 K,38,182
Forward,Italy,Nicola Rauti,,adidas X Speedflow+,24,180
Goalkeeper,Italy,Nicola Ravaglia,UC Sampdoria,Lotto Solista 200,36,184
Midfielder,Italy,Nicola Rigoni,,adidas X 19.1,34,185
Goalkeeper,Italy,Nicola Sambo,,,29,189
Forward,Italy,Nicola Sansone,US Lecce,Puma King Ultimate,33,174
Midfielder,Poland,Nicola Zalewski,AS Roma,Nike Mercurial Superfly 10 Elite,22,175
Midfielder,Romania,Nicolae Stanciu,,Nike Phantom GT2 Elite,31,170
Defender,Denmark,Nicolai Boilesen,FC Copenhagen,adidas Copa 20.1,32,186
Defender,Denmark,Nicolai Johansen,,,30,184
Forward,Denmark,Nicolai Jörgensen,,Nike Mercurial Superfly 9 Elite,33,190
Defender,Germany,Nicolai Lorenzoni,,Nike Phantom GX 2 Elite,32,180
Midfielder,Germany,Nicolai Müller,,Nike Tiempo Legend VII Elite,37,173
Midfielder,Germany,Nicolai Rapp,,Nike Tiempo Legend 10 Elite,28,186
Midfielder,Denmark,Nicolaj Thomsen,,adidas X Ghosted+,31,180
Forward,Italy,Nicolao Dumitru,,Puma Ultra 1.1,33,184
Goalkeeper,Brazil,Nícolas,,adidas X Crazyfast Elite,36,190
Defender,Spain,Nicolás Aguirre,,,31,191
Forward,France,Nicolas Anelka,,Nike Phantom GX 2 Elite,45,185
Midfielder,Colombia,Nicolás Benedetti,,,27,177
Forward,France,Nicolas Benezet,,adidas Nemeziz.1,33,170
Defender,Argentina,Nicolás Burdisso,,adidas Predator Elite,43,182
Defender,Switzerland,Nicolas Bürgy,,Nike Mercurial Vapor XI Elite,29,185
Midfielder,Argentina,Nicolás Capaldo,Red Bull Salzburg,adidas F50 Elite,26,177
Forward,Chile,Nicolás Castillo,,adidas X Speedflow+,31,177
Midfielder,Argentina,Nicolás Castro,Elche CF,,24,182
Defender,France,Nicolas Cozza,FC Nantes,adidas X Crazyfast Elite LL,26,178
Midfielder,Uruguay,Nicolás de la Cruz,,Nike Mercurial Vapor 15 Elite,27,167
Forward,France,Nicolas de Préville,ESTAC Troyes,adidas X Crazyfast Elite,34,182
Midfielder,Argentina,Nicolás Domínguez,Nottingham Forest,adidas Predator Elite FT,26,179
Goalkeeper,France,Nicolas Douchez,,adidas X Crazyfast Elite,44,186
Midfielder,Argentina,Nicolás Fernández Mercau,Elche CF,adidas Copa Pure.1,25,172
Midfielder,Brazil,Nicolas Firmino,,,23,180
Defender,Argentina,Nicolás Freire,,adidas Predator Elite,30,187
Defender,France,Nicolas Frey,,adidas Predator Elite,40,184
Midfielder,Argentina,Nicolás Gaitán,,adidas Predator Elite,36,173
Midfielder,Italy,Nicolas Galazzi,Brescia Calcio,New Balance Furon Pro v7+,24,182
Midfielder,Spain,Nicolás Garmendia,,,26,176
Defender,Argentina,Nicolás Gorosito,,,36,186
Midfielder,Switzerland,Nicolas Haas,Empoli FC,Nike Phantom GT2 Elite,28,178
Midfielder,Germany,Nicolas Höfler,SC Freiburg,Puma King Ultimate,34,181
Forward,Switzerland,Nicolas Hunziker,,,28,180
Forward,Argentina,Nicolás Ibáñez,,,30,180
Defender,France,Nicolas Isimat-Mirin,,Puma Ultra 1.1,33,187
Forward,Senegal,Nicolas Jackson,Chelsea,Nike Mercurial Superfly 10 Elite,23,187
Midfielder,France,Nicolas Janvier,,adidas X Speedflow+,26,171
Forward,Germany,Nicolas Kühn,Celtic FC,Nike Mercurial Vapor 15 Elite,25,174
Midfielder,Italy,Nicolas La Vigna,,,27,173
Goalkeeper,France,Nicolas Lemaître,ESTAC Troyes,,27,189
Midfielder,Uruguay,Nicolás Lodeiro,,Nike Mercurial Vapor 15 Elite,35,173
Defender,Belgium,Nicolas Lombaerts,,Nike Tiempo Legend 10 Elite,39,188
Forward,Uruguay,Nicolás López,,Nike Phantom GX 2 Elite,31,175
Midfielder,Denmark,Nicolas Madsen,Queens Park Rangers,adidas Nemeziz.1,24,192
Midfielder,Argentina,Nicolás Martínez,,,37,169
Forward,France,Nicolas Maurice-Belay,,Nike Hypervenom Phinish,39,182
Forward,France,Nicolas Mercier,,adidas X Crazyfast Elite LL,21,174
Forward,Cameroon,Nicolas Moumi Ngamaleu,,Nike Mercurial Vapor 15 Elite,30,181
Defender,Cameroon,Nicolas N'Koulou,,adidas Copa Sense.1,34,184
Defender,Argentina,Nicolás Otamendi,SL Benfica,Nike Tiempo Legend 10 Elite,36,183
Defender,France,Nicolas Pallois,FC Nantes,Puma Future 7 Ultimate,37,189
Defender,Argentina,Nicolás Pareja,,adidas X Crazyfast Elite,40,183
Goalkeeper,France,Nicolas Penneteau,,adidas Predator Elite,43,185
Goalkeeper,France,Nicolas Penneteau,,Nike Phantom GT2 Elite,43,185
Forward,-,Nicolas Pépé,Villarreal CF,Nike Mercurial Vapor XIII Elite,29,183
Defender,Italy,Nicolas Poggi,,,25,184
Forward,Uruguay,Nicolás Quagliata,,,25,172
Midfielder,Belgium,Nicolas Raskin,Rangers FC,Nike Mercurial Vapor 16 Elite,23,178
Defender,Guadeloupe,Nicolas Saint-Ruf,AS Nancy Lorraine,,32,186
Goalkeeper,United States,Nicolás Samayoa,,,29,180
Forward,Uruguay,Nicolás Schiappacasse,,Nike Mercurial Superfly 9 Elite,25,182
Midfielder,Austria,Nicolas Seiwald,RB Leipzig,Nike Phantom GX 2 Elite,23,179
Midfielder,Germany,Nicolas Sessa,,,28,170
Midfielder,France,Nicolas Seube,,Nike Phantom GX 2 Elite,45,180
Defender,Argentina,Nicolás Spolli,,adidas Nemeziz.1,41,192
Defender,Argentina,Nicolás Tagliafico,Olympique Lyonnais,Nike Phantom Luna 2 Elite,32,172
Midfielder,Italy,Nicolas Viola,Cagliari Calcio,adidas X Crazyfast Elite,35,180
Defender,Italy,Nicolò Armini,FC Crotone,adidas Predator 20.1,23,185
Midfielder,Italy,Nicolò Barella,Inter,Nike Mercurial Vapor 16 Elite,27,175
Defender,Italy,Nicolò Bertola,Spezia Calcio,,21,192
Defender,Italy,Nicolò Brighenti,,Lotto Solista 200,35,178
Forward,Italy,Nicolò Cambiaghi,Bologna FC 1909,adidas X Crazyfast Elite LL,24,173
Defender,Italy,Nicolò Casale,Bologna FC 1909,Puma Ultra Ultimate,26,191
Midfielder,Italy,Nicolò Cavuoti,,,21,177
Defender,Italy,Nicolò Cherubin,,Nike Phantom GX 2 Elite,38,188
Defender,Italy,Nicolò Evangelisti,,,21,184
Midfielder,Italy,Nicolò Fagioli,Juventus,adidas F50 Elite,23,178
Forward,Italy,Nicolò Fazzi,,Nike Mercurial Superfly 9 Elite,29,180
Midfielder,Italy,Nicolò Francofonte,,,23,183
Goalkeeper,Italy,Nicolò Manfredini,Benevento Calcio,Lotto Solista 200,36,190
Defender,Italy,Nicolò Milani,,,23,188
Midfielder,Italy,Nicolò Rovella,SS Lazio,adidas Predator Elite,23,179
Defender,Italy,Nicolò Savona,Juventus,adidas F50 Elite,21,192
Forward,Italy,Nicolò Simeoni,,,25,190
Defender,Italy,Nicolò Sperotto,,,32,182
Midfielder,Italy,Nicolò Zaniolo,Atalanta BC,adidas Copa Pure 2 Elite,25,190
Goalkeeper,Netherlands,Niek Schiks,PSV Eindhoven,,20,188
Goalkeeper,Belgium,Niels Devalckeneer,Royal Antwerp FC,,20,193
Defender,France,Niels Nkounkou,Eintracht Frankfurt,adidas F50 Elite,24,180
Midfielder,Netherlands,Nigel de Jong,,adidas X 15+ Primeknit,40,174
Midfielder,Azerbaijan,Nihad Quliyev,,,23,183
Defender,Ghana,Nii Nortey Ashong,,,30,178
Midfielder,Japan,Nijat Mehbaliyev,,,27,178
Forward,Slovenia,Nik Prelec,,Nike Mercurial Vapor Next Nature,23,187
Defender,Togo,Nikell Touglo,,,23,186
Goalkeeper,Finland,Niki Mäenpää,,Nike Mercurial Vapor 14 Elite,39,187
Midfielder,Denmark,Niki Zimling,,adidas X Crazyfast Elite,39,178
Forward,Croatia,Nikica Jelavić,,Nike Tiempo Legend 10 Elite,39,188
Defender,Russia,Nikita Chernov,Spartak Moscow,Nike Tiempo Legend 10 Elite,28,188
Goalkeeper,Italy,Nikita Contini,SSC Napoli,adidas Predator Elite,28,190
Forward,Russia,Nikita Iosifov,,Nike Mercurial Vapor 15 Elite,23,175
Midfielder,Belarus,Nikita Korzun,,,29,174
Goalkeeper,Russia,Nikita Medvedev,,Nike Tiempo Legend 10 Elite,30,192
Midfielder,Australia,Nikita Rukavytsya,,Nike Mercurial Vapor 15 Elite,37,185
Midfielder,Germany,Niklas Dorsch,1. FC Heidenheim 1846,Nike Phantom GX 2 Elite,26,178
Defender,Austria,Niklas Geyrhofer,SK Sturm Graz,,24,188
Defender,Norway,Niklas Gunnarsson,,,33,188
Midfielder,Germany,Niklas Hauptmann,,adidas X 19.1,28,176
Defender,Sweden,Niklas Hult,,Nike Mercurial Vapor XIII Elite,34,173
Midfielder,Germany,Niklas Jahn,VfL Bochum,,20,172
Goalkeeper,Germany,Niklas Kern,,,25,187
Goalkeeper,Germany,Niklas Klinger,VfL Wolfsburg,Nike Mercurial Vapor 15 Elite,29,187
Goalkeeper,Germany,Niklas Lomb,Bayer 04 Leverkusen,adidas Predator Accuracy.1 L,31,186
Defender,Finland,Niklas Moisander,Malmö FF,adidas Copa Sense.1,39,183
Midfielder,Finland,Niklas Pyyhtiä,Bologna FC 1909,,21,188
Midfielder,Germany,Niklas Schmidt,Toulouse FC,adidas Predator Elite FT,26,184
Defender,Germany,Niklas Stark,SV Werder Bremen,adidas Predator Elite,29,190
Defender,Germany,Niklas Süle,Borussia Dortmund,Nike Tiempo Legend 10 Elite,29,195
Midfielder,Germany,Niklas Tauer,,adidas X Speedflow.1,23,183
Defender,Germany,Niklas Teichgräber,,adidas 11pro,28,178
Defender,Germany,Niko Bungert,,Puma Ultra 1.1,38,188
Midfielder,Germany,Niko Dobros,,,31,179
Defender,Germany,Niko Gießelmann,SpVgg Greuther Fürth,Nike Mercurial Vapor 15 Elite,33,182
Defender,Finland,Niko Hämäläinen,,Nike Mercurial Vapor XIII Elite,27,185
Midfielder,Croatia,Niko Jankovic,,,23,186
Midfielder,Croatia,Niko Kranjčar,,adidas Predator Elite,40,186
Forward,Serbia,Nikola Cumic,,Nike Mercurial Superfly 8 Elite,26,178
Forward,Serbia,Nikola Djurdjić,,Nike Mercurial Vapor 15 Elite,38,184
Forward,Austria,Nikola Dovedan,,Nike Mercurial Vapor XIII Elite,30,172
Defender,Serbia,Nikola Glisic,,,25,175
Midfielder,Macedonia,Nikola Jakimovski,,,34,187
Forward,Croatia,Nikola Kalinic,,adidas X Crazyfast Elite,37,187
Defender,Croatia,Nikola Katic,,,28,194
Midfielder,Serbia,Nikola Knezevic,,,21,180
Forward,Montenegro,Nikola Krstovic,US Lecce,Nike Phantom GX Elite DF,24,185
Defender,Serbia,Nikola Maksimović,Montpellier HSC,Nike Mercurial Vapor 15 Elite,33,193
Defender,Serbia,Nikola Maras,Real Sporting de Gijón,Puma Future 7 Ultimate,29,189
Defender,Serbia,Nikola Milenković,Nottingham Forest,adidas Copa Pure 2 Elite,27,195
Forward,Serbia,Nikola Mituljikic,,adidas X Speedportal.1,21,180
Midfielder,Croatia,Nikola Moro,Bologna FC 1909,adidas X Crazyfast Elite,26,184
Forward,Serbia,Nikola Ninkovic,,Nike Mercurial Vapor XIII Elite,30,182
Defender,Serbia,Nikola Pejović,,,26,185
Midfielder,Serbia,Nikola Petkovic,,,21,181
Midfielder,Italy,Nikola Sekulov,UC Sampdoria,,22,185
Defender,Croatia,Nikola Soldo,1. FC Köln,adidas Predator Elite,23,189
Midfielder,Serbia,Nikola Stankovic,,,21,181
Forward,Serbia,Nikola Stojiljkovic,,Puma Ultra 1.1,32,182
Midfielder,Belgium,Nikola Storm,,,30,178
Forward,Serbia,Nikola Stulic,,,23,188
Goalkeeper,Serbia,Nikola Vasiljevic,,Nike Mercurial Vapor 14 Elite,28,202
Defender,Serbia,Nikola Vasiljevic,,,33,191
Midfielder,Croatia,Nikola Vlašić,Torino FC,Nike Phantom GX 2 Elite,27,179
Defender,Montenegro,Nikola Vujadinovic,,,38,192
Midfielder,Montenegro,Nikola Vukcevic,,adidas X 19.1,33,187
Defender,Finland,Nikolai Alho,,adidas Nemeziz.1,31,172
Forward,Denmark,Nikolai Baden Frederiksen,,,24,179
Goalkeeper,Germany,Nikolai Kemlein,,,22,190
Goalkeeper,Germany,Nikolai Rehnen,,adidas Predator 19.1,27,191
Goalkeeper,Greece,Nikolaos Botis,Olympiacos Piraeus,adidas Predator Elite,20,196
Goalkeeper,Greece,Nikolaos Bourganis,,,27,189
Goalkeeper,Greece,Nikolaos Christogeorgos,,adidas X Speedflow.1,25,193
Defender,Greece,Nikolaos Michelis,,,23,192
Forward,Greece,Nikolaos Vergos,,,28,185
Defender,Denmark,Nikolas Dyhr,,Nike Mercurial Vapor 15 Elite,23,179
Defender,Cyprus,Nikolas Ioannou,UC Sampdoria,Nike Mercurial Vapor 14 Elite,29,183
Midfielder,Denmark,Nikolas Nartey,VfB Stuttgart,Puma Future 7 Ultimate,24,185
Forward,Slovakia,Nikolas Spalek,,Nike Mercurial Vapor XIII Elite,27,171
Defender,Austria,Nikolas Veratschnig,1. FSV Mainz 05,,21,180
Goalkeeper,Bulgaria,Nikolay Mihaylov,,Nike Tiempo Legend 10 Elite,36,194
Defender,Russia,Nikolay Rasskazov,,adidas X Crazyfast Elite,27,180
Forward,-,Nikolay Signevich,,adidas F50 Adizero Messi,32,194
Defender,Macedonia,Nikolce Noveski,,adidas Nitrocharge,45,190
Midfielder,-,Nikoloz Ninua,,Nike Mercurial Vapor XIII Elite,25,186
Defender,Greece,Nikos Karabelas,,adidas X Crazyfast Elite,40,179
Forward,Greece,Nikos Vergos,,Nike Mercurial Superfly 9 Elite,28,185
Forward,Congo Dr,Nill De Pauw,,,35,180
Goalkeeper,Germany,Nils Körber,SpVgg Greuther Fürth,Nike Tiempo Legend 10 Elite,28,189
Forward,Germany,Nils Petersen,,adidas Copa Pure 2 Elite,36,188
Forward,Germany,Nils Quaschner,,Nike Mercurial Vapor 15 Elite,30,184
Goalkeeper,Sweden,Nils Ramming,,,17,194
Midfielder,Germany,Nils Seufert,,Nike Mercurial Vapor 14 Elite,27,182
Midfielder,Germany,Nils Stendera,,Puma Ultra 1.1,24,177
Defender,Sweden,Nils Zätterström,Malmö FF,,19,192
Forward,Ecuador,Nilson Angulo,RSC Anderlecht,,21,183
Defender,Peru,Nilson Loyola,,Nike Mercurial Vapor 15 Elite,30,175
Forward,Spain,Nino,,Puma Ultra Ultimate,44,169
Goalkeeper,Slovenia,Nino Irgolic,,,26,188
Forward,Slovenia,Nino Zugelj,,Nike Mercurial Superfly 9 Elite,24,189
Midfielder,Israel,Nir Bitton,,adidas Copa Pure 2 Elite,33,196
Forward,Switzerland,Nishan Burkart,,Puma Ultra Ultimate,24,175
Midfielder,Serbia,Njegos Petrovic,,Nike Mercurial Vapor 15 Elite,25,185
Defender,Germany,Nnamdi Collins,Eintracht Frankfurt,Puma Future 7 Ultimate,21,191
Midfielder,Nigeria,Nnamdi Oduamadi,,Nike Hypervenom Phantom III Elite,34,175
Midfielder,Nigeria,Nnamdi Ofoborh,,,25,175
Forward,Algeria,Noa Cervantes,,,21,178
Forward,Netherlands,Noa Lang,PSV Eindhoven,adidas X Crazyfast+,25,170
Goalkeeper,Germany,Noah Atubolu,SC Freiburg,Puma Future 7 Ultimate,22,190
Defender,Sweden,Noah Eile,,Puma Future Ultimate,22,195
Defender,Senegal,Noah Fadiga,KAA Gent,adidas X Crazyfast Elite,25,187
Forward,France,Noah Fatar,,adidas X Crazyfast Elite LL,22,170
Midfielder,Hungary,Noah Fenyő,,,18,182
Midfielder,France,Noah Françoise,,adidas X Crazyfast Elite LL,21,177
Goalkeeper,Ireland,Noah Jauny,Stade Brestois 29,adidas Predator Elite,20,194
Defender,Germany,Noah Katterbach,Hamburger SV,Nike Tiempo Legend 10 Elite,23,180
Defender,Germany,Noah König,,,21,188
Defender,Switzerland,Noah Loosli,VfL Bochum,Puma Future Ultimate,27,186
Midfielder,Belgium,Noah Mbamba,Fortuna Düsseldorf,adidas X Crazyfast Elite,20,187
Midfielder,Netherlands,Noah Naujoks,,,22,183
Forward,Netherlands,Noah Ohio,,,21,183
Forward,Switzerland,Noah Okafor,AC Milan,Puma Future 7 Ultimate,24,185
Defender,Sweden,Noah Persson,,Nike Mercurial Vapor 15 Elite,21,184
Forward,Germany,Noah Sarenren Bazee,Arminia Bielefeld,Puma Ultra Ultimate,28,183
Forward,Germany,Noah Weißhaupt,SC Freiburg,Puma Future 7 Ultimate,23,181
Defender,United States,Noahkai Banks,FC Augsburg,,18,193
Defender,Belgium,Noë Dussenne,,,32,191
Defender,France,Noé Sow,,,26,188
Midfielder,Germany,Noël Aséko-Nkili,,Nike Mercurial Superfly 10 Elite,19,178
Forward,Germany,Noel Futkeu,SpVgg Greuther Fürth,,22,183
Defender,Germany,Noel Knothe,,,25,188
Defender,Senegal,Noël Naby Soumah,,,30,185
Forward,Germany,Noel Niemann,,Nike Mercurial Vapor 15 Elite,25,171
Midfielder,Gabon,Noha Lemina,,adidas X Crazyfast Elite LL,19,168
Midfielder,France,Nolan Bonte,FC Girondins de Bordeaux,adidas X Speedportal+,20,175
Midfielder,France,Nolan Ferro,RC Strasbourg Alsace,,18,183
Midfielder,-,Nolan Mbemba,,Puma Future Ultimate,29,181
Forward,France,Nolan Roux,,adidas X Crazyfast Elite,36,182
Forward,Spain,Nolito,,Puma Ultra Ultimate,38,175
Midfielder,Brazil,Nonato,,,26,175
Forward,England,Noni Madueke,Chelsea,adidas F50 Elite LL,22,182
Midfielder,Spain,Nono,,adidas Predator Elite,31,178
Goalkeeper,Netherlands,Norbert Alblas,,adidas Predator Elite,30,185
Forward,Hungary,Norbert Balogh,,Nike Mercurial Vapor 15 Elite,28,197
Defender,Slovakia,Norbert Gyömbér,,adidas X Crazyfast+,32,189
Defender,France,Nordi Mukiele,Bayer 04 Leverkusen,Nike Mercurial Vapor 16 Elite,27,187
Forward,Morocco,Nordin Amrabat,AEK Athens,Nike Mercurial Vapor 15 Elite,37,179
Goalkeeper,Belgium,Nordin Jackers,Club Brugge,,27,187
Forward,Morocco,Nordine Kandil,Amiens SC,Nike Mercurial Vapor 14 Elite,23,167
Midfielder,Germany,Norman Theuerkauf,1. FC Heidenheim 1846,Nike Phantom GX Elite,37,183
Midfielder,Germany,Norman Theuerkauf,,Nike Phantom GX 2 Elite,37,183
Defender,Italy,Nosa Edward Obaretin,,,21,193
Forward,Mali,Nouha Dicko,,,32,173
Defender,Cameroon,Nouhou,,adidas X Speedportal.1,27,178
Defender,Morocco,Noussair Mazraoui,Manchester United,Nike Mercurial Vapor 16 Elite,27,183
Defender,-,Novatus Miroshi,,,22,185
Midfielder,France,Nsana Simon,,,24,171
Midfielder,Congo Dr,Nuke Mfulu,Deportivo de La Coruña,Puma Future Ultimate,30,183
Forward,Cape Verde,Nuno Da Costa,,Nike Mercurial Vapor 15 Elite,33,182
Defender,Portugal,Nuno Mendes,Paris Saint-Germain,adidas F50 Elite LL,22,183
Midfielder,Portugal,Nuno Morais,,adidas Predator Elite,40,185
Forward,Portugal,Nuno Santos,Sporting CP,adidas F50 Elite LL,29,177
Defender,Portugal,Nuno Tavares,SS Lazio,Nike Mercurial Vapor 16 Elite,24,183
Midfielder,Ghana,Nunoo Sarpei,,Puma Ultra 1.3,26,178
Midfielder,Italy,Nunzio Brandi,,,23,184
Midfielder,Italy,Nunzio Di Roberto,,,39,178
Defender,Kazakhstan,Nuraly Alip,Zenit St. Petersburg,Nike Mercurial Vapor 15 Elite,25,188
Midfielder,Turkey,Nuri Şahin,,adidas Predator Elite,36,179
Defender,Angola,Núrio Fortuna,KAA Gent,,29,177
Forward,Bosnia and Herzegovina,Nusmir Fajić,,adidas X Crazyfast Elite,37,191
Forward,Belarus,Obbi Oularé,,adidas X Crazyfast Elite,29,196
Midfielder,Brazil,Octávio,,Nike Mercurial Superfly 9 Elite,31,186
Forward,Cape Verde,Odaïr Fortes,,Nike Mercurial Superfly 9 Elite,37,182
Defender,England,Odel Offiah,,Nike Tiempo Legend 10 Elite,22,187
Defender,-,Odilon Kossounou,Atalanta BC,Puma Ultra Ultimate,24,191
Midfielder,Norway,Odin Thiago Holm,Celtic FC,Nike Mercurial Vapor Flyknit Ultra,21,175
Forward,Nigeria,Odion Ighalo,,Nike Mercurial Superfly 9 Elite,35,181
Midfielder,Albania,Odise Roshi,,Nike Mercurial Vapor 15 Elite,33,187
Forward,France,Odsonne Edouard,Leicester City,Nike Mercurial Vapor 15 Elite,26,187
Goalkeeper,Greece,Odysseas Vlachodimos,Newcastle United,Nike Mercurial Vapor 15 Elite,30,191
Defender,Israel,Ofir Davidazde,,,33,178
Goalkeeper,Israel,Ofir Marciano,,,35,193
Midfielder,Nigeria,Ogenyi Onazi,,Nike Tiempo Legend 10 Elite,32,170
Goalkeeper,Iceland,Ögmundur Kristinsson,,adidas Predator Accuracy.1 L,35,193
Midfielder,Serbia,Ognjen Ilic,,,25,184
Defender,Serbia,Ognjen Mimovic,Red Star Belgrade,,20,178
Forward,Montenegro,Ognjen Stijepovic,,,25,185
Defender,-,Ognjen Vranjes,,Puma Future Ultimate,35,183
Midfielder,Croatia,Ognjen Vukojević,,Nike Tiempo Legend 10 Elite,41,184
Forward,Turkey,Ogulcan Caglayan,,Puma Ultra 1.4,28,188
Forward,Turkey,Oğuz Aydın,Fenerbahçe SK,Nike Mercurial Vapor 15 Elite,24,183
Midfielder,Turkey,Oguz Kagan Güctekin,,,25,173
Forward,Turkey,Oğuzhan Akgün,,,23,175
Midfielder,Germany,Oguzhan Aydogan,,,27,175
Midfielder,Turkey,Oguzhan Kayar,,,29,179
Midfielder,Turkey,Oguzhan Özyakup,,Nike Tiempo Legend 9 Elite,32,180
Defender,Colombia,Oh Ban-Suk,,Nike Phantom GX 2 Elite,34,184
Goalkeeper,Spain,Oier Olazábal,,Lotto Maestro 100 IV,35,189
Midfielder,Spain,Oier Sanjurjo,,Nike Tiempo Legend VIII Elite,38,178
Defender,Spain,Oier Sanjurjo,,adidas Predator Elite,38,178
Midfielder,Spain,Oier Zarraga,Udinese Calcio,adidas X Crazyfast Elite,26,175
Midfielder,Spain,Oihan Sancet,Athletic Club,Nike Phantom GX 2 Elite,24,188
Goalkeeper,Turkey,Okan Kocuk,,adidas Predator Elite,29,187
Midfielder,Turkey,Okay Yokuşlu,,Nike Mercurial Superfly 9 Elite,30,191
Midfielder,Nigeria,Okechukwu Azubuike,,adidas ACE 16.1,27,170
Defender,Nigeria,Ola Aina,Nottingham Forest,adidas F50 Elite LL,28,184
Forward,Netherlands,Ola John,,adidas X Crazyfast Elite,32,177
Forward,United States,Ola Kamara,,adidas X Speedflow+,29,180
Forward,Norway,Ola Solbakken,Empoli FC,Nike Mercurial Vapor 15 Elite,26,189
Midfielder,Sweden,Ola Toivonen,,adidas Nemeziz.1,38,189
Forward,Poland,Olaf Kobacki,,,23,178
Midfielder,Iceland,Ólafur Ingi Skúlason,,Nike Phantom GX 2 Elite,41,183
Forward,Ireland,Olamide Shodipo,,,27,176
Forward,Nigeria,Olarenwaju Kayode,,Nike Mercurial Superfly V,31,176
Midfielder,Turkey,Olcan Adin,,,39,176
Midfielder,Turkey,Olcan Adın,,Puma Ultra 1.1,39,173
Midfielder,Turkey,Olcay Sahan,,Nike Mercurial Vapor X Elite,37,179
Midfielder,Germany,Ole Käuper,,,28,187
Midfielder,Germany,Ole Pohlmann,,adidas F50 Elite LL,23,183
Midfielder,Norway,Ole Selnaes,,Nike Magista Opus II Elite,30,187
Defender,Ukraine,Oleg Danchenko,,Nike Mercurial Vapor 14 Elite,30,179
Midfielder,Ukraine,Oleg Gusev,,,41,179
Midfielder,Russia,Oleg Ivanov,,Nike Mercurial Vapor X Elite,38,192
